USER,SKILLS,DOMAIN,LOCATION,experience
Jacob Cortes,Big Data and Hadoop,Education,Mohali,5
Garrett Medina,Communication Skills,Agriculture,Lucknow,1
Angeles Reiter,Leadership,Energy,Amritsar,6
Chad,Problem-Solving,Automotive,Agra,4
Aiyana Carl,Creativity,Consulting,Leh,0
Tea Venegas,Critical Thinking,Legal Services,Jammu,2
Pilar Bowers,Adaptability,Marketing and Advertising,Kashmir,3
Giselle,Time Management,Environmental Services,Manesar,7
Nathalia Healy,Project Management,Food and Beverage,Hyderabad,1
Dontae Tamayo,Cross Platform Development,Telecommunications,New Delhi,5
Yasmin,Teamwork,Fashion and Apparel,Sonipat,7
Clark Chao,Decision-Making,Pharmaceuticals,Bhopal,4
Santos Campos,Public Speaking,Interior Design and Decor,Jhansi,0
Barrett Begley,Customer Service,Fitness and Wellness,Patna,3
Kalob Graff,Negotiation,Nonprofits,Dehradun,6
Branson Hester,Programming,Aerospace and Defense,Chandigarh,2
Pablo Easley,Web Development,Media and Publishing,Vishakhapatnam,1
Siena,Mobile App Development,Waste Management,Thiruvananthapuram,5
Karley Cervantes,Data Analysis,Renewable Energy,Gaya,0
Mahogany,Database Management,Music and Arts,Gandhinagar,7
Joaquin Jorgensen,Cloud Computing,Insurance,Udaipur,4
Luna Granados,Machine Learning and AI,Medical,Lucknow,2
Enrique Ness,Cybersecurity,Agriculture,Amritsar,6
Maricela,DevOps,Aerospace and Defense,Agra,3
Coy Silver,Network Administration,Media and Publishing,Leh,1
Nico Dubose,Software Testing and Quality Assurance,Waste Management,Jammu,4
Immanuel Locklear,IT Support,Renewable Energy,Kashmir,6
Garrett Cunningham,UI/UX Design,Music and Arts,Manesar,2
Ann,Digital Marketing,Insurance,Hyderabad,7
Ari Emmons,Data Science,Medical,New Delhi,1
Ivory,Blockchain Development,Agriculture,Sonipat,3
Xochitl Spain,Internet of Things (IoT),Energy,Bhopal,0
Darien,Game Development,Retail,Jhansi,5
Coby Shapiro,Augmented Reality (AR) and Virtual Reality (VR),Technology,Patna,4
Jakob,Big Data and Hadoop,Transportation and Logistics,Dehradun,7
Aiyana Bagley,Communication Skills,Construction,Chandigarh,2
Daryl Eastman,Leadership,Entertainment,Vishakhapatnam,6
Randi Chavis,Problem-Solving,Education,Thiruvananthapuram,0
Gwyneth Howell,Creativity,Agriculture,Gaya,3
Isiah Paul,Critical Thinking,Energy,Gandhinagar,5
Hope Jankowski,Adaptability,Automotive,Udaipur,1
Nicolle,Time Management,Technology,Hyderabad,6
Melisa Mcallister,Project Management,Transportation and Logistics,New Delhi,4
Keeley Behrens,Cross Platform Development,Construction,Sonipat,0
Delilah Franklin,Teamwork,Entertainment,Bhopal,2
Dayana Diaz,Decision-Making,Education,Jhansi,3
Armando Youngblood,Public Speaking,Agriculture,Patna,7
Bryson Rhodes,Customer Service,Energy,Dehradun,1
Elaina Owen,Negotiation,Automotive,Chandigarh,5
Eli Baum,Sales and Marketing,Consulting,Vishakhapatnam,7
Jaylene,Financial Literacy,Legal Services,Thiruvananthapuram,4
Konnor Sanchez,Writing and Editing,Renewable Energy,Gaya,0
Dajuan Easter,Presentation Skills,Music and Arts,Gandhinagar,3
Immanuel Luce,Conflict Resolution,Insurance,Udaipur,6
Grady Locke,Strategic Planning,Medical,Lucknow,2
Tyquan Chacon,Interpersonal Skills,Retail,Amritsar,1
Roman Grantham,Networking,Manufacturing,Agra,5
Vicente Gupta,Organization,Wholesale,Leh,0
Devante Joy,Research,E-commerce,Jammu,7
Denis Raney,Time Management,Finance,Kashmir,4
Kylie Higgins,Stress Management,Transportation and Logistics,Manesar,2
Darrin Freedman,Cross-Cultural Competence,Construction,Hyderabad,6
Catalina Tang,Problem-Solving,Entertainment,New Delhi,3
Jordin Willett,Adaptability,Education,Sonipat,1
Haily Hargis,Leadership,Agriculture,Bhopal,5
Estevan,Critical Thinking,Energy,Jhansi,0
Chase Jorgensen,Cross Platform Development,Automotive,Patna,2
Clare Reardon,Customer Service,Entertainment,Dehradun,7
Dianna,Sales and Marketing,Education,Chandigarh,1
Adriana Wooten,Public Relations,Agriculture,Vishakhapatnam,6
Corbin,Conflict Resolution,Energy,Thiruvananthapuram,3
Lillie,Negotiation,Automotive,Gaya,5
Brieanna Dixon,Project Management,Consulting,Meerut,4
Karsyn Golden,Entrepreneurship,Legal Services,Noida,0
Bonnie Clayton,Ethics and Integrity,Real Estate,Jaipur,7
Cooper Singer,Decision-Making,Hospitality,Gurugram,1
Alyssia Partridge,Time Management,Healthcare,Delhi,3
Maximiliano,Financial Planning,Technology,Mumbai,0
Markel Clemens,Event Planning,Transportation and Logistics,Amritsar,5
Keshaun Lockett,Coaching and Mentoring,Construction,Agra,4
Trenten Cohen,Creative Thinking,Entertainment,Leh,7
Zavier Mack,Multilingualism,Education,Jammu,2
Kaleb Reeder,Risk Management,Agriculture,Kashmir,6
Jacinda Ellison,Sales Strategy,Energy,Manesar,0
Mikel Blankenship,Flutter,Automotive,Hyderabad,3
Carlo Sturm,Mobile App Development,Consulting,New Delhi,5
Annalise,Data Analysis,Legal Services,Sonipat,1
Kellen Neill,Database Management,Marketing and Advertising,Bhopal,6
Carly Woodson,Cloud Computing,Environmental Services,Jhansi,4
Kasey Wallis,Machine Learning and AI,Food and Beverage,Patna,0
Miles,Cybersecurity,Telecommunications,Dehradun,7
Liza,DevOps,Fashion and Apparel,Chandigarh,4
Bennett Conti,Network Administration,Pharmaceuticals,Vishakhapatnam,0
James,Software Testing and Quality Assurance,Interior Design and Decor,Thiruvananthapuram,3
Alice Burks,IT Support,Fitness and Wellness,Gaya,6
Esteban,UI/UX Design,Nonprofits,Gandhinagar,2
Kirstyn Nagel,Digital Marketing,Aerospace and Defense,Udaipur,1
Ty Lackey,Data Science,Media and Publishing,Ahmedabad,5
Geoffrey Sanborn,Blockchain Development,Waste Management,Rajkot,0
Rayshawn Will,Internet of Things (IoT),Renewable Energy,Gwalior,7
Keanna,Game Development,Music and Arts,Indore,4
Charles,Augmented Reality (AR) and Virtual Reality (VR),Insurance,Nainital,2
Tamara Joyce,Big Data and Hadoop,Medical,Hamirpur,6
Ashlynn Crowley,Communication Skills,Agriculture,Guwahati,3
Humberto Cary,Leadership,Hospitality,Kota,1
Lori,Problem-Solving,Healthcare,Thiruvananthapuram,4
Alfredo Canada,Creativity,Technology,Vellore,6
Genevieve Dickson,Critical Thinking,Renewable Energy,Vijaywada,2
Jolene,Adaptability,Music and Arts,Amravati,7
Cristobal Trotter,Time Management,Insurance,Ghaziabad,1
Kaiden Branch,Project Management,Medical,Kanpur,3
Giancarlo Prieto,Cross Platform Development,Retail,Ambala,0
Nataly,Teamwork,Manufacturing,New Delhi,5
Kasandra Boudreau,Decision-Making,Wholesale,Sonipat,4
Juana,Public Speaking,E-commerce,Bhopal,7
Nikolas,Customer Service,Finance,Jhansi,2
Hali Hunt,Negotiation,Transportation and Logistics,Patna,6
Jasmine,Customer Service,Construction,Dehradun,0
William Toler,Negotiation,Entertainment,Chandigarh,3
Myron,Programming,Education,Vishakhapatnam,5
Eva,Web Development,Agriculture,Thiruvananthapuram,1
Judith Balderas,Mobile App Development,Energy,Gaya,6
Emilio Hildebrand,Data Analysis,Automotive,Gandhinagar,4
Makiya Clary,Database Management,Entertainment,Udaipur,0
Krista Montgomery,Cloud Computing,Education,Ahmedabad,2
Rena Maher,Machine Learning and AI,Agriculture,Rajkot,3
Vance Durant,Cybersecurity,Energy,Gwalior,7
Alonso Watt,DevOps,Automotive,Indore,1
Astrid Addison,Network Administration,Consulting,New Delhi,5
Luke Hathaway,Software Testing and Quality Assurance,Legal Services,Sonipat,7
Erick,IT Support,Real Estate,Bhopal,4
Kirstyn,UI/UX Design,Hospitality,Jhansi,0
Neal Blakely,Digital Marketing,Healthcare,Patna,3
Jackelyn Penny,Data Science,Technology,Dehradun,6
Marvin,Blockchain Development,Transportation and Logistics,Chandigarh,2
Notnamed Sarmiento,Internet of Things (IoT),Construction,Vishakhapatnam,1
Earl,Game Development,Entertainment,Thiruvananthapuram,5
Jake Wheaton,Augmented Reality (AR) and Virtual Reality (VR),Education,Gaya,0
Shaina,Big Data and Hadoop,Agriculture,Gandhinagar,7
Yisroel,Communication Skills,Energy,Udaipur,4
Sofia Herman,Leadership,Automotive,Ahmedabad,2
Jonathan,Problem-Solving,Consulting,Rajkot,6
Trayvon Aiello,Creativity,Legal Services,Gwalior,3
Morgan Kinder,Critical Thinking,Marketing and Advertising,Indore,1
Lester,Adaptability,Environmental Services,Hamirpur,5
Joaquin Bourgeois,Time Management,Food and Beverage,Guwahati,0
Deonte,Project Management,Telecommunications,Kota,2
Celeste,Cross Platform Development,Fashion and Apparel,Thiruvananthapuram,7
Jerimiah Mcnutt,Teamwork,Pharmaceuticals,Vellore,1
Natalie Ziegler,Decision-Making,Interior Design and Decor,Vijaywada,6
Reagan Valentin,Public Speaking,Fitness and Wellness,Amravati,3
Anne Inman,Customer Service,Nonprofits,Ghaziabad,5
Antony Cannon,Negotiation,Aerospace and Defense,Kanpur,4
Layne Alarcon,Sales and Marketing,Media and Publishing,Ambala,0
Jase Goode,Financial Literacy,Waste Management,Manesar,7
Herman McClellan,Writing and Editing,Renewable Energy,Hyderabad,1
Chastity Li,Presentation Skills,Music and Arts,New Delhi,3
Norman Clifton,Conflict Resolution,Insurance,Sonipat,0
Myles Damron,Strategic Planning,Medical,Bhopal,5
Robert,Interpersonal Skills,Agriculture,Jhansi,4
August Rawlings,Networking,Hospitality,Patna,7
Jada Beckwith,Organization,Healthcare,Dehradun,2
Norman Cote,Research,Technology,Chandigarh,6
Moises Villareal,Time Management,Renewable Energy,Vishakhapatnam,0
Claire,Stress Management,Music and Arts,Thiruvananthapuram,3
Leighton,Cross-Cultural Competence,Insurance,Gaya,5
Shae Petty,Problem-Solving,Medical,Gandhinagar,1
Diana Colley,Adaptability,Retail,Udaipur,6
Ashleigh,Leadership,Manufacturing,Lucknow,4
Vanessa Fairbanks,Critical Thinking,Wholesale,Kozhikode,0
Gary,Cross Platform Development,E-commerce,Indore,2
Kathy,Customer Service,Finance,Pune,3
Dontae Summers,Sales and Marketing,Transportation and Logistics,Ukhrul,7
Gavyn,Public Relations,Construction,Cherrapunji,1
Shreya,Conflict Resolution,Entertainment,Zawlnuam,5
Adrianna,Negotiation,Education,Jakhama,7
Annie,Project Management,Agriculture,Rourkela,4
Austin,Entrepreneurship,Energy,Mohali,0
Jake,Ethics and Integrity,Automotive,Udaipur,3
Darrin Vieira,Decision-Making,Entertainment,Geyzing,6
Reina Pruett,Time Management,Education,Coimbatore,2
Miles Floyd,Financial Planning,Agriculture,Medak,1
Bryana Heredia,Event Planning,Energy,Dharamanagar,5
Alonzo,Coaching and Mentoring,Automotive,Noida,0
Galilea Thornton,Creative Thinking,Consulting,Nainital,7
Leslie Pritchett,Multilingualism,Legal Services,Vishakhapatnam,4
Davis Bader,Risk Management,Real Estate,Thiruvananthapuram,2
Sammy Foote,Sales Strategy,Hospitality,Gaya,6
Arron Jorgensen,Flutter,Healthcare,Gandhinagar,3
Jennah Freeman,Mobile App Development,Technology,Udaipur,1
Chancellor Rowe,Data Analysis,Transportation and Logistics,Ahmedabad,4
Jaylyn,Database Management,Construction,Rajkot,6
Dustin McAdams,Cloud Computing,Entertainment,Gwalior,2
Landen Callaway,Machine Learning and AI,Education,Indore,7
Jillian Jeffers,Cybersecurity,Agriculture,Hamirpur,1
Camren Dodge,DevOps,Energy,Guwahati,3
Dillan Medeiros,Network Administration,Automotive,Kota,0
Easton Graff,Software Testing and Quality Assurance,Consulting,Thiruvananthapuram,5
Uriah Song,IT Support,Legal Services,Vellore,4
Darryl Kitchens,UI/UX Design,Marketing and Advertising,Vijaywada,7
Maximus Dahl,Digital Marketing,Environmental Services,Amravati,2
Kaleb,Data Science,Food and Beverage,Ghaziabad,6
Isha,Blockchain Development,Telecommunications,Kanpur,0
Ishmael,Internet of Things (IoT),Fashion and Apparel,Ambala,3
Samara Buck,Game Development,Pharmaceuticals,Manesar,5
Leanna Smith,Augmented Reality (AR) and Virtual Reality (VR),Interior Design and Decor,Hyderabad,1
Braydon Glenn,Big Data and Hadoop,Fitness and Wellness,New Delhi,6
Nicholas Southard,Communication Skills,Nonprofits,Sonipat,4
Dominik Rodgers,Leadership,Aerospace and Defense,Bhopal,0
Serena Keeton,Problem-Solving,Media and Publishing,Jhansi,2
Cathryn Massie,Creativity,Waste Management,Patna,3
Melany,Critical Thinking,Renewable Energy,Dehradun,7
Johnnie Schofield,Adaptability,Music and Arts,Chandigarh,1
Devin Friend,Time Management,Insurance,Vishakhapatnam,5
Gaven Meek,Project Management,Medical,Thiruvananthapuram,7
Antoine Pollock,Cross Platform Development,Agriculture,Gaya,4
Mariano Bland,Teamwork,Hospitality,Gandhinagar,0
Frankie Zambrano,Decision-Making,Healthcare,Udaipur,3
Sonny,Public Speaking,Technology,Hyderabad,6
Luke Salgado,Customer Service,Renewable Energy,New Delhi,2
Yosef Bellamy,Negotiation,Music and Arts,Sonipat,1
Devan Adcock,Programming,Insurance,Bhopal,7
Marshall Saldana,Web Development,Medical,Jhansi,4
Scott Arias,Mobile App Development,Retail,Patna,0
Shreya Parrish,Data Analysis,Manufacturing,Dehradun,3
Amaris Paz,Database Management,Wholesale,Chandigarh,6
Chaim,Cloud Computing,E-commerce,Vishakhapatnam,2
Tyrone Hunt,Machine Learning and AI,Finance,Thiruvananthapuram,1
Kalie Aguilar,Cybersecurity,Transportation and Logistics,Gaya,5
Harlie,DevOps,Construction,Gandhinagar,0
Salma Spangler,Network Administration,Entertainment,Udaipur,7
Iris Bynum,Software Testing and Quality Assurance,Education,Lucknow,4
Jamia Maldonado,IT Support,Agriculture,Amritsar,2
Eleazar Crowley,UI/UX Design,Energy,Agra,6
Tabitha Glasgow,Digital Marketing,Automotive,Manesar,3
Myra Nava,Data Science,Entertainment,Hyderabad,1
Jameson,Blockchain Development,Education,New Delhi,4
Sebastian Shields,Internet of Things (IoT),Agriculture,Sonipat,6
Jillian,Game Development,Energy,Bhopal,2
Kameryn Linn,Augmented Reality (AR) and Virtual Reality (VR),Automotive,Jhansi,7
Saige,Big Data and Hadoop,Consulting,Patna,1
Jordan,Communication Skills,Legal Services,Dehradun,3
Landon Trejo,Leadership,Real Estate,Chandigarh,0
Arden Quigley,Problem-Solving,Hospitality,Vishakhapatnam,5
Ladarius,Creativity,Healthcare,Thiruvananthapuram,4
Helen Elrod,Critical Thinking,Technology,Gaya,7
Meadow,Adaptability,Transportation and Logistics,Gandhinagar,2
Charlene,Time Management,Construction,Udaipur,6
Donnie Lewandowski,Project Management,Entertainment,Ahmedabad,0
Johnson Martinez,Cross Platform Development,Education,Rajkot,3
Emily Santiago,Teamwork,Agriculture,Gwalior,5
Alonso Loya,Decision-Making,Energy,Indore,1
Myranda Crawford,Public Speaking,Automotive,Nainital,6
Giselle Atwood,Customer Service,Consulting,Hamirpur,4
Perry Slocum,Negotiation,Legal Services,Noida,0
Amari,Sales and Marketing,Marketing and Advertising,Nainital,2
Sophie,Financial Literacy,Environmental Services,Vishakhapatnam,3
Cortney,Writing and Editing,Food and Beverage,Thiruvananthapuram,7
Kenan Graham,Presentation Skills,Telecommunications,Gaya,1
Symone Kohn,Conflict Resolution,Fashion and Apparel,Gandhinagar,5
Shane Lindley,Strategic Planning,Pharmaceuticals,Udaipur,7
Kurt,Interpersonal Skills,Interior Design and Decor,Ahmedabad,4
Tayler Barth,Networking,Fitness and Wellness,Rajkot,0
Jim,Organization,Nonprofits,Gwalior,3
Rylie Morris,Research,Aerospace and Defense,Indore,6
Harrison Hardesty,Time Management,Media and Publishing,Hamirpur,2
Silvia,Stress Management,Waste Management,Guwahati,1
Carter Kelly,Cross-Cultural Competence,Renewable Energy,Kota,5
Alexzander Ceja,Problem-Solving,Music and Arts,Amravati,0
Ezra,Adaptability,Insurance,Itanagar,7
Cameryn Childers,Leadership,Medical,Dispur,4
Dwight,Critical Thinking,Agriculture,Patna,2
Rena Cisneros,Cross Platform Development,Hospitality,Raipur,6
Luis,Customer Service,Healthcare,Panaji,3
Alecia Younger,Sales and Marketing,Technology,Gandhinagar,1
Leonardo Gerber,Public Relations,Renewable Energy,Chandigarh,5
Israel Darden,Conflict Resolution,Music and Arts,Shimla,0
Hazel,Coaching and Mentoring,Insurance,Srinagar,2
Emanuel,Creative Thinking,Medical,Ranchi,7
Jordyn Daily,Multilingualism,Retail,Bangalore,1
Valery,Risk Management,Manufacturing,Thiruvananthapuram,6
Humberto,Sales Strategy,Wholesale,Bhopal,3
Terra,Flutter,E-commerce,Mumbai,5
Hugh,Mobile App Development,Finance,Imphal,4
Rodolfo,Data Analysis,Transportation and Logistics,Shillong,0
Karina Soria,Database Management,Construction,Aizwal,7
Jillian Bratton,Cloud Computing,Entertainment,Kohima,1
Ali Cason,Machine Learning and AI,Education,Bhubaneswar,3
Heather,Cybersecurity,Agriculture,Chandigarh,0
Matthew Stratton,DevOps,Energy,Jaipur,5
Alessandro,Network Administration,Automotive,Thiruvananthapuram,4
Jesse Marks,Software Testing and Quality Assurance,Entertainment,Gaya,7
Gunnar Olson,IT Support,Education,Gandhinagar,2
Kaylynn David,UI/UX Design,Agriculture,Udaipur,6
Darrell Mobley,Digital Marketing,Energy,Lucknow,0
Kayle Slocum,Data Science,Automotive,Amritsar,3
Emerald,Blockchain Development,Consulting,Agra,5
Moriah,Internet of Things (IoT),Legal Services,Manesar,1
Nyah Lind,Game Development,Real Estate,Hyderabad,6
Rayne Sheets,Augmented Reality (AR) and Virtual Reality (VR),Hospitality,New Delhi,4
Eddy Sharma,Big Data and Hadoop,Healthcare,Sonipat,0
Kameron Payne,Communication Skills,Technology,Bhopal,2
Daphne Pryor,Leadership,Transportation and Logistics,Jhansi,3
Estefani Heckman,Problem-Solving,Construction,Patna,7
Yulissa,Creativity,Entertainment,Dehradun,1
Marcanthony Faircloth,Critical Thinking,Education,Dharamanagar,5
Grant Brinkley,Adaptability,Agriculture,Noida,7
Skye Haugen,Time Management,Energy,Nainital,4
Kelis Aaron,Project Management,Automotive,Nadia,0
Liam,Cross Platform Development,Consulting,Vijaywada,3
Kailee Timm,Teamwork,Legal Services,Amravati,6
Jazmin,Decision-Making,Marketing and Advertising,Ghaziabad,2
Dayna Halstead,Public Speaking,Environmental Services,Kanpur,1
Ciera Chaffin,Customer Service,Food and Beverage,Ambala,5
Katarina Withers,Negotiation,Telecommunications,Manesar,0
Tristin Haggard,Customer Service,Fashion and Apparel,Hyderabad,7
Deandre Sander,Negotiation,Pharmaceuticals,New Delhi,4
Deven,Programming,Interior Design and Decor,Sonipat,2
Colleen Freed,Web Development,Fitness and Wellness,Bhopal,6
Kurt Switzer,Mobile App Development,Nonprofits,Jhansi,3
Hezekiah Boothe,Data Analysis,Aerospace and Defense,Patna,1
Juliann,Database Management,Media and Publishing,Dehradun,4
Maximillian Wagoner,Cloud Computing,Waste Management,Chandigarh,6
Franchesca Greco,Machine Learning and AI,Renewable Energy,Vishakhapatnam,2
Shawna Kasper,Cybersecurity,Music and Arts,Thiruvananthapuram,7
Jamie Simon,DevOps,Insurance,Gaya,1
Max,Network Administration,Medical,Gandhinagar,3
Darnell Dowling,Software Testing and Quality Assurance,Agriculture,Udaipur,0
Jaylene Latham,IT Support,Hospitality,Lucknow,5
Kelsi Alvarado,UI/UX Design,Healthcare,Kozhikode,4
Jelani McCord,Digital Marketing,Technology,Indore,7
Alek,Data Science,Renewable Energy,Pune,2
